rule
ɹ̩ -> ɹ / ⋊ ʃ __ t ⋉
b -> ∅ / ⋊ __ ɫ e ɪ d ⋉
d -> t / ⋊ b ɫ e ɪ __ ⋉
d -> ∅ / ⋊ __ ɹ ɔ ɹ ⋉
∅ -> ə / ⋊ __ s t ɛ m ⋉
s -> ∅ / ⋊ __ t ɛ m ⋉
n -> ∅ / ⋊ ɛ __ d͡ʒ ə n ⋉
h -> ∅ / ⋊ __ w i ɫ ⋉
ɪ -> ɯ / ⋊ w a __ ɹ̩ ⋉
ɹ̩ -> ɹ / ⋊ w a ɪ __ ⋉
h -> ∅ / ⋊ __ w ɪ p ⋉
h -> ∅ / ⋊ __ w ɪ s ə ɫ ⋉
æ -> a / ⋊ k __ t ⋉
æ -> a / ⋊ b __ ɡ ⋉
ɡ -> k / ⋊ b æ __ ⋉
∅ -> ə / ⋊ __ s p e ɪ d ⋉
s -> ∅ / ⋊ __ p e ɪ d ⋉
d -> t / ⋊ s p e ɪ __ ⋉
ɫ -> j / ⋊ k ɑ __ ɹ̩ ⋉
ɹ̩ -> ɹ / ⋊ k ɑ ɫ __ ⋉
ɹ -> ∅ / ⋊ k ɑ __ t ⋉
t -> d / ⋊ k ɑ ɹ __ ⋉
m -> ∅ / ⋊ ə __ b ɹ ɛ ɫ ə ⋉
ɫ -> j / ⋊ ə m b ɹ ɛ __ ə ⋉
ɫ -> j / ⋊ a ɪ __ ə n d ⋉
n -> ∅ / ⋊ a ɪ ɫ ə __ d ⋉
ɹ -> ∅ / ⋊ ɡ ɑ __ d ə n ⋉
æ -> a / ⋊ __ ŋ ɡ ə ɫ ⋉
ŋ -> ∅ / ⋊ æ __ ɡ ə ɫ ⋉
ɔ -> œ / ⋊ b __ ɪ ⋉
æ -> a / ⋊ ɹ __ t ⋉
æ -> a / ⋊ b __ n d ⋉
n -> ∅ / ⋊ b æ __ d ⋉
p -> ∅ / ⋊ __ ɹ ɪ z ə n ⋉
ɹ -> j / ⋊ b ɛ __ i ⋉
s -> ∅ / ⋊ h ɑ __ p ɪ t ə ɫ ⋉
ɹ -> ∅ / ⋊ f ɑ __ m ⋉
ɹ̩ -> ɹ / ⋊ f ɛ ð __ ⋉
ɡ -> k / ⋊ d ɔ __ ⋉
ɹ̩ -> ɹ / ⋊ s ɪ z __ z ⋉
z -> s / ⋊ s ɪ z ɹ̩ __ ⋉
k -> ∅ / ⋊ __ ɫ a ʊ d ⋉
a -> ɑ / ⋊ k ɫ __ ʊ d ⋉
d -> t / ⋊ k ɫ a ʊ __ ⋉
d -> t / ⋊ ɹ ɑ __ ⋉
∅ -> ə / ⋊ __ s k u ɫ ⋉
s -> ∅ / ⋊ __ k u ɫ ⋉
t -> ∅ / ⋊ __ ɹ a ʊ z ɹ̩ z ⋉
a -> ɑ / ⋊ t ɹ __ ʊ z ɹ̩ z ⋉
ɹ̩ -> ɹ / ⋊ t ɹ a ʊ z __ z ⋉
z -> s / ⋊ t ɹ a ʊ z ɹ̩ __ ⋉
ɹ -> ∅ / ⋊ f ɔ __ k ⋉
k -> ɡ / ⋊ f ɔ ɹ __ ⋉
ɹ -> ∅ / ⋊ h ɔ __ s ⋉
s -> z / ⋊ h ɔ ɹ __ ⋉
ɹ̩ -> ɹ / ⋊ b __ d ⋉
d -> t / ⋊ b ɹ̩ __ ⋉
ŋ -> ∅ / ⋊ m ə __ k i ⋉
k -> ɡ / ⋊ m ə ŋ __ i ⋉
a -> ɑ / ⋊ k __ ʊ ⋉
æ -> a / ⋊ m __ t͡ʃ ⋉
∅ -> ə / ⋊ θ __ ɹ o ʊ t ⋉
ɹ -> j / ⋊ θ __ o ʊ t ⋉
∅ -> ə / ⋊ f __ ɹ e ɪ m ⋉
ɹ -> j / ⋊ f __ e ɪ m ⋉
a -> ɑ / ⋊ f __ ʊ ɫ ⋉
æ -> a / ⋊ m __ p ⋉
t -> ∅ / ⋊ __ ɹ e ɪ ⋉
ɹ -> ∅ / ⋊ k ɔ __ d ⋉
ɹ -> ∅ / ⋊ k ɑ __ d ⋉
∅ -> ə / ⋊ __ s t e ɪ ʃ ə n ⋉
s -> ∅ / ⋊ __ t e ɪ ʃ ə n ⋉
z -> s / ⋊ n o ʊ __ ⋉
p -> ∅ / ⋊ __ ɫ e ɪ t ⋉
∅ -> ə / ⋊ f __ ɫ æ ɡ ⋉
ɫ -> j / ⋊ f __ æ ɡ ⋉
æ -> a / ⋊ f ɫ __ ɡ ⋉
ɡ -> k / ⋊ f ɫ æ __ ⋉
n -> ∅ / ⋊ w ɪ __ d o ʊ ⋉
k -> ∅ / ⋊ b ɑ __ s ⋉
∅ -> ə / ⋊ __ s p ə n d͡ʒ ⋉
s -> ∅ / ⋊ __ p ə n d͡ʒ ⋉
n -> ∅ / ⋊ s p ə __ d͡ʒ ⋉
ɹ̩ -> ɹ / ⋊ ɡ __ ɫ ⋉
∅ -> ə / ⋊ __ s k ɪ n ⋉
s -> ∅ / ⋊ __ k ɪ n ⋉
b -> j / ⋊ t e ɪ __ ə ɫ ⋉
∅ -> ə / ⋊ θ __ ɹ ɛ d ⋉
ɹ -> j / ⋊ θ __ ɛ d ⋉
d -> t / ⋊ θ ɹ ɛ __ ⋉
d -> t / ⋊ b ɛ __ ⋉
∅ -> ə / ⋊ __ s k ɹ u ⋉
s -> ∅ / ⋊ __ k ɹ u ⋉
ɹ̩ -> ɹ / ⋊ t͡ʃ __ t͡ʃ ⋉
d -> t / ⋊ s i __ ⋉
∅ -> ə / ⋊ __ s k w ɛ ɹ ⋉
s -> ∅ / ⋊ __ k w ɛ ɹ ⋉
b -> ∅ / ⋊ ɫ a ɪ __ ɹ ɛ ɹ i ⋉
ɹ -> j / ⋊ ɫ a ɪ b ɹ ɛ __ i ⋉
∅ -> ə / ⋊ __ s k ɹ̩ t ⋉
s -> ∅ / ⋊ __ k ɹ̩ t ⋉
ɹ̩ -> ɹ / ⋊ s k __ t ⋉
b -> ∅ / ⋊ __ ɹ e ɪ k ⋉
ɹ̩ -> ɹ / ⋊ n __ v ⋉
v -> f / ⋊ n ɹ̩ __ ⋉
ɹ -> ∅ / ⋊ p ɑ __ s ə ɫ ⋉
s -> z / ⋊ p ɑ ɹ __ ə ɫ ⋉
k -> ∅ / ⋊ __ ɫ ɑ k ⋉
t -> ∅ / ⋊ __ ɹ e ɪ n ⋉
ɹ -> ∅ / ⋊ b ɔ __ d ⋉
ɫ -> ∅ / ⋊ ʃ ɛ __ f ⋉
f -> v / ⋊ ʃ ɛ ɫ __ ⋉
∅ -> ə / ⋊ __ s t ɔ ɹ ⋉
s -> ∅ / ⋊ __ t ɔ ɹ ⋉
a -> ɑ / ⋊ m __ ʊ θ ⋉
∅ -> ə / ⋊ __ s t ɪ k ⋉
s -> ∅ / ⋊ __ t ɪ k ⋉
æ -> a / ⋊ b __ s k ə t ⋉
s -> ∅ / ⋊ b æ __ k ə t ⋉
b -> ∅ / ⋊ __ ɹ ɪ d͡ʒ ⋉
d͡ʒ -> t͡ʃ / ⋊ b ɹ ɪ __ ⋉
m -> ∅ / ⋊ p ə __ p ⋉
p -> b / ⋊ p ə m __ ⋉
a -> ɑ / ⋊ h __ ʊ s ⋉
n -> d / ⋊ p ɛ __ s ə ɫ ⋉
s -> z / ⋊ p ɛ n __ ə ɫ ⋉
b -> ∅ / ⋊ __ ɹ ɪ k ⋉
z -> s / ⋊ t͡ʃ i __ ⋉
æ -> a / ⋊ __ n t ⋉
n -> ∅ / ⋊ æ __ t ⋉
t -> d / ⋊ æ n __ ⋉
a -> ɑ / ⋊ t __ ʊ n ⋉
∅ -> ə / ⋊ __ s t ɑ k ɪ ŋ ⋉
s -> ∅ / ⋊ __ t ɑ k ɪ ŋ ⋉
d -> t / ⋊ h ɛ __ ⋉
∅ -> ə / ⋊ f __ ɫ a ɪ ⋉
ɫ -> j / ⋊ f __ a ɪ ⋉
